stock,date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,cap,size
ipi,12-18-2020,-,-,-1.88,0.50%,13.01M,53.63%,321.19M,-,-0.08,0.00%,7.81M,77.84%,-24.40M,-,-0.15,32.10%,3.11%,186.48%,197.40M,1.63,15.60%,-6.93%,1.90,154.34%,31.61,0.76,95.70%,-4.30%,12.13,-11.21%,0.70,34.54,-,-5.80%,6.00 - 27.40,-10.89%,-,14.03,-4.20%,3.20%,-11.86%,2.10,-,0.60,-11.70%,7.60%,302.50%,1.88,445,2.00,-25.60%,-10.00%,83.08,17.06% 10.28%,Yes,0.06,-,-12.30%,16.73,17.74,Yes,0.04,Nov 02 AMC,-,127.68K,24.15,2.80,51.13%,86.96%,127.82%,"2,135,875",36.13%,small,321190000.0
ipoc,12-18-2020,-,-,-,25.00%,103.50M,19.61%,1.63B,-,-,0.00%,41.40M,63.45%,-,-,-,61.30%,3.98%,29.60%,-,-,-,21.62%,0.28,54.56%,7.71,2.18,-,-,-,-,0.00,16332.30,-,-,9.87 - 17.20,64.41%,-,-,-,-,-2.50%,-,-,0.30,-,-,69.91%,0.96,-,0.30,-,-,80.71,8.53% 6.90%,Yes,0.00,-,-,1.45,16.00,Yes,0.00,-,-,5.88M,16.77,-,35.00%,52.24%,52.07%,"8,496,221",4.81%,large,1630000000.0
ipod,12-18-2020,-,-,-,-,46.00M,0.44%,629.74M,-,-,-,-,23.67%,-,-,-,-,-,-,-,-,-,-,0.43,-,-,-,-,-,-,-,-,-,-,-,10.51 - 18.00,21.91%,-,-,-,-,-23.94%,-,-,-,-,-,30.26%,1.02,-,-,-,-,-,5.19% 6.28%,No,-,-,-,0.81,14.00,Yes,-,-,-,751.38K,13.69,-,9.63%,10.71%,10.71%,"609,235",-2.21%,small,629740000.0
ipoe,12-18-2020,-,-,-,-,80.50M,3.24%,1.00B,-,-,-,-,17.36%,-,-,-,-,-,-,-,-,-,-,0.52,-,-,-,-,-,-,-,-,-,-,-,10.10 - 13.94,18.70%,-,-,-,-,-10.76%,-,-,-,-,-,23.17%,0.57,-,-,-,-,-,4.39% 3.70%,Yes,-,-,-,0.69,12.46,Yes,-,-,-,1.19M,12.44,-,10.02%,10.70%,10.70%,"826,041",-0.16%,large,1000000000.0
ipof,12-18-2020,-,-,-,-,115.00M,0.90%,1.41B,-,-,-,-,19.77%,-,-,-,-,-,-,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,10.08 - 13.40,18.96%,-,-,-,-,-8.18%,-,-,-,-,-,22.02%,0.62,-,-,-,-,-,5.09% 4.25%,Yes,-,-,-,0.57,12.30,Yes,-,-,-,2.69M,12.30,-,7.68%,8.64%,8.64%,"1,542,349",0.00%,large,1410000000.0
ipv,12-18-2020,-,330.45,0.04,20.25%,31.05M,-19.93%,461.79M,-,-,0.00%,24.77M,32.18%,0.90M,-,-,57.10%,0.05%,45.04%,-,-,-,38.55%,0.01,47.24%,7.84,1.85,-,0.50%,-,-,0.01,1539.30,-,0.50%,9.15 - 19.84,47.61%,-,-,-,-,-26.71%,-,-,1.90,-,-,58.91%,1.26,-,1.90,-,-,53.06,8.72% 9.11%,Yes,0.00,-,-,1.09,15.49,Yes,0.00,-,0.00%,1.24M,14.54,-,0.76%,22.48%,38.80%,"1,354,299",-6.13%,small,461790000.0
ipwr,12-18-2020,-,-,-2.43,19.88%,3.82M,-14.72%,23.53M,-,-,0.00%,2.38M,2.25%,-7.40M,-,-,16.10%,0.14%,33.50%,0.20M,117.65,38.20%,115.99%,0.03,40.86%,1.15,7.10,-,-156.20%,-,236.21%,1.32,6.19,25.00%,-214.50%,1.08 - 11.74,255.22%,-,-,28.10%,-,-30.41%,1.49,-,6.80,-,0.00%,656.48%,0.99,5,6.80,-,-,50.51,11.67% 9.36%,No,0.02,-160.50%,-,0.67,8.78,Yes,0.02,Nov 12 AMC,-,95.04K,8.17,3.00,-0.08%,12.42%,51.45%,"63,389",-6.95%,small,23530000.0
iq,12-18-2020,-,-,-1.67,0.33%,740.38M,2.16%,13.44B,-,-6.71,0.00%,219.22M,-22.65%,-1221.90M,-,-2.55,62.60%,19.74%,-24.59%,4.55B,2.95,-9.10%,4.47%,4.79,-26.62%,1.10,15.89,34.40%,-18.60%,24.52,-23.90%,1.35,12.98,5.75%,-113.20%,14.51 - 28.03,-17.20%,-,-,-,-35.60%,-37.64%,-,-,0.70,-,2.50%,20.47%,0.83,8889,0.80,-2.80%,-24.40%,30.04,3.83% 4.15%,Yes,3.29,68.60%,-26.90%,0.86,17.54,Yes,2.43,Nov 16 AMC,-,9.04M,17.48,2.50,-11.84%,-22.17%,-16.30%,"7,795,617",-0.34%,large,13440000000.0
iqi,12-18-2020,-,36.53,0.36,-,52.88M,2.27%,689.60M,-,-,-,-,2.35%,-,-,-,17.96%,-,5.16%,46.16M,14.94,-,-,-,8.76%,13.57,0.96,-,-,-,3.66%,-,-,-,-,9.00 - 13.10,3.66%,0.62,-,-,-,-0.46%,-,4.75%,-,-,-,44.89%,0.10,-,-,-3.40%,-,67.63,0.97% 0.81%,No,-,-,-,1.35,12.94,Yes,-,-,-,71.29K,13.04,-,1.93%,3.70%,7.49%,"96,039",0.77%,small,689600000.0
iqv,12-18-2020,S&P 500,199.52,0.90,0.40%,191.30M,2.06%,34.28B,22.85,7.84,-80.44%,189.70M,4.64%,176.00M,15.12,2.00,92.20%,1.03%,13.16%,10.96B,3.13,-11.10%,-0.11%,1.92,26.60%,30.56,5.86,24.13%,0.80%,199.89,14.55%,8.07,22.21,13.20%,3.10%,81.79 - 180.99,15.96%,-,28.21,-18.80%,3.60%,-1.01%,1.41,-,1.10,15.20%,34.00%,119.06%,3.63,67000,1.10,0.60%,5.40%,62.81,1.80% 2.11%,Yes,2.13,81.00%,1.60%,0.51,177.52,Yes,2.11,Oct 20 BMO,0.00%,1.02M,179.17,1.80,3.53%,5.63%,18.78%,"517,854",0.93%,large,34280000000.0
ir,12-18-2020,S&P 500,-,-0.37,0.10%,417.60M,-0.44%,18.92B,25.77,1.77,-53.32%,371.65M,1.70%,-159.20M,-,0.45,98.40%,1.84%,28.09%,4.01B,4.72,-6.60%,0.65%,3.25,60.08%,21.01,2.17,26.02%,-1.20%,44.00,23.54%,3.16,14.40,6.69%,-2.30%,17.01 - 46.82,24.21%,-,33.86,25.20%,7.00%,-2.69%,1.54,-,1.70,-0.90%,32.80%,167.84%,1.03,6600,2.40,123.80%,0.00%,58.22,2.68% 2.24%,Yes,0.44,-64.60%,-4.00%,0.71,45.24,Yes,0.44,Nov 02 AMC,-,2.11M,45.56,2.30,1.43%,7.26%,35.12%,"1,485,730",0.71%,large,18920000000.0
irbt,12-18-2020,-,14.87,5.40,1.80%,28.03M,-7.30%,2.28B,37.84,2.12,-20.20%,27.60M,3.77%,153.80M,0.83,0.21,-,36.77%,1.24%,1.31B,1.74,-5.70%,3.95%,12.40,-6.18%,27.89,2.88,-39.80%,16.30%,92.20,65.10%,12.59,6.38,18.00%,22.50%,32.79 - 98.55,58.58%,-,10.12,18.90%,11.20%,-18.53%,1.49,-,2.20,16.90%,47.60%,144.86%,2.96,1159,3.00,42.70%,11.20%,47.88,3.68% 3.70%,Yes,0.00,163.50%,11.70%,0.56,83.46,Yes,0.00,Oct 20 AMC,0.00%,818.58K,80.29,2.90,-0.27%,0.14%,9.83%,"460,820",-3.80%,large,2280000000.0
ircp,12-18-2020,-,0.90,10.18,-,31.50M,0.66%,529.66M,8.49,1.08,-,31.19M,-9.83%,320.30M,-,-,9.10%,0.05%,18.09%,111.30M,4.76,166.30%,4.97%,0.45,50.33%,34.00,0.27,173.00%,-,15.15,-32.39%,2.13,4.30,-5.63%,-,5.06 - 16.80,-45.25%,3.82,-,49.60%,22.80%,-45.42%,1.28,41.66%,1.30,33.40%,61.40%,81.23%,0.80,865,1.30,-64.80%,-,44.55,5.70% 7.29%,No,0.40,351.00%,-,0.29,9.40,Yes,0.33,-,-,31.60K,9.17,3.00,-4.83%,-4.76%,18.09%,"9,032",-2.45%,small,529659999.99999994
irdm,12-18-2020,-,-,-1.18,1.30%,133.76M,-0.19%,5.29B,-,-0.17,-38.80%,117.23M,18.66%,-156.00M,-,-0.08,84.60%,4.63%,49.70%,575.80M,9.19,-514.90%,-0.43%,8.57,48.62%,10.58,3.72,62.20%,-4.50%,34.25,58.31%,1.36,28.95,10.00%,-11.00%,16.87 - 39.95,59.60%,-,27.76,-34.00%,-1.40%,-1.56%,1.31,-,2.50,6.50%,75.10%,133.11%,1.18,497,2.80,4.60%,-19.40%,73.43,3.52% 3.25%,Yes,1.14,78.10%,-27.10%,0.75,39.02,Yes,1.13,Oct 20 BMO,-,632.44K,39.33,2.00,9.38%,22.36%,45.08%,"475,934",0.78%,large,5290000000.0
irix,12-18-2020,-,-,-0.56,2.40%,13.89M,28.06%,35.19M,-,-0.31,0.00%,11.23M,35.68%,-7.70M,-,-0.12,47.70%,1.77%,28.06%,35.80M,0.98,38.80%,-3.07%,0.96,18.40%,1.24,2.02,46.40%,-25.00%,-,12.56%,0.85,2.96,30.00%,-38.60%,1.22 - 4.24,12.56%,-,-,-21.60%,-39.70%,-40.80%,1.10,-,2.00,0.30%,41.40%,105.74%,0.21,94,2.80,-17.80%,-22.10%,65.16,15.61% 8.02%,No,0.14,4.60%,-21.50%,0.84,2.82,Yes,0.06,Nov 09 AMC,-,206.81K,2.51,-,29.38%,35.49%,30.38%,"173,546",-10.99%,small,35190000.0
irl,12-18-2020,-,-,-2.19,0.05%,4.92M,2.37%,51.06M,-,-,0.00%,-,11.04%,-,-,-,39.50%,-,26.39%,0.88M,58.01,-,-,0.46,34.00%,8.90,1.17,-,-,-,6.19%,-,-,-,-,4.21 - 10.69,7.91%,0.31,-,-,-,-2.90%,-,2.99%,-,-,-,146.39%,0.19,-,-,-52.80%,-,67.38,1.51% 1.45%,No,-,-,-,1.34,10.56,Yes,-,-,-,12.36K,10.38,-,4.06%,14.13%,32.24%,"16,509",-1.70%,small,51060000.0
irm,12-18-2020,S&P 500,63.95,0.46,0.98%,288.40M,0.03%,8.48B,21.33,1.38,-1.70%,284.44M,8.22%,133.00M,7.99,0.31,86.10%,17.60%,9.14%,4.17B,2.03,-27.30%,-0.65%,15.82,12.69%,3.25,9.07,24.39%,1.00%,30.13,-3.06%,0.53,55.76,8.00%,11.70%,21.00 - 34.49,-7.50%,2.47,-,-9.70%,7.10%,-14.53%,0.82,8.38%,0.60,6.50%,63.60%,40.38%,0.61,26750,0.60,-2.40%,15.50%,58.07,1.61% 1.98%,Yes,9.68,-64.50%,3.20%,0.88,29.29,Yes,9.26,Nov 05 BMO,535.50%,3.16M,29.48,2.60,0.26%,6.20%,9.14%,"2,775,924",0.65%,large,8480000000.0
irmd,12-18-2020,-,72.15,0.32,1.10%,12.24M,-3.02%,282.26M,45.60,0.50,-7.49%,6.18M,-5.12%,4.00M,4.12,0.11,39.80%,2.48%,6.19%,34.10M,8.28,50.70%,1.59%,5.82,-4.84%,4.96,4.60,13.64%,5.80%,28.00,-3.02%,4.02,5.67,17.50%,6.80%,14.41 - 28.43,-2.48%,-,41.51,31.40%,16.60%,-19.80%,1.18,-,12.30,19.70%,74.20%,58.17%,0.61,114,13.20,-23.00%,2.60%,37.99,2.65% 2.12%,No,0.00,-56.90%,11.70%,0.84,23.50,Yes,0.00,Oct 30 BMO,0.00%,26.28K,22.80,1.50,-5.92%,-3.08%,2.85%,"21,993",-2.98%,small,282260000.0
iroq,12-18-2020,-,15.08,1.46,0.20%,3.03M,3.38%,68.73M,-,-,20.70%,2.17M,5.16%,4.50M,-,-,21.90%,0.14%,40.68%,26.20M,2.62,33.80%,-0.29%,1.15,40.12%,27.56,0.80,-,0.60%,-,5.10%,7.34,3.00,-,5.50%,15.03 - 23.60,-4.30%,0.30,12.27,10.10%,19.30%,-6.65%,0.78,1.36%,-,7.40%,-,46.57%,0.48,104,-,-10.00%,69.20%,63.02,1.61% 1.92%,No,0.04,33.60%,17.10%,0.31,21.86,Yes,0.04,-,20.30%,2.56K,22.03,-,2.66%,15.05%,17.92%,801,0.78%,small,68730000.0
irr,12-18-2020,-,-,-,-,22.35M,-5.88%,57.21M,-,-,-,-,-1.92%,-,-,-,37.86%,-,9.40%,-,-,-,-,0.37,5.79%,-,-,-,-,-,-39.05%,-,-,-,-,1.35 - 4.22,-37.86%,0.31,-,-,-,-39.34%,-,12.11%,-,-,-,89.63%,0.09,-,-,-,-,41.37,2.84% 2.93%,No,-,-,-,2.64,2.60,Yes,-,-,-,138.43K,2.56,-,-5.11%,0.61%,4.11%,"365,949",-1.54%,small,57210000.0
irs,12-18-2020,-,1.20,3.76,-,57.87M,-3.43%,447.44M,-,-,-,57.29M,3.68%,222.60M,0.09,-,16.90%,0.20%,52.92%,1.11B,0.40,91.20%,-8.63%,1.50,51.91%,14.59,0.31,-,-,6.30,-30.19%,0.94,4.80,13.00%,-,2.53 - 6.90,-33.92%,-,-,-28.90%,7.00%,-34.68%,1.15,-,0.40,94.90%,33.70%,77.92%,0.26,1608,0.40,-64.10%,-,50.40,4.72% 5.83%,No,0.81,238.70%,-,0.17,4.49,Yes,0.46,-,-,78.00K,4.51,1.00,-3.08%,6.45%,26.75%,"13,184",0.33%,small,447440000.0
irt,12-18-2020,-,48.48,0.28,0.89%,94.46M,2.13%,1.23B,95.93,0.14,0.00%,94.00M,3.15%,25.30M,9.70,0.03,98.10%,11.02%,13.14%,210.00M,5.87,68.70%,-1.19%,19.15,17.50%,6.39,2.10,108.96%,1.50%,13.66,-3.10%,0.11,124.57,5.00%,4.10%,6.86 - 16.85,-4.62%,0.48,-,30.00%,3.20%,-20.30%,0.95,3.57%,-,32.80%,57.10%,95.77%,0.36,444,-,5.80%,21.10%,53.04,2.65% 2.51%,Yes,1.66,-78.60%,12.00%,0.81,13.31,Yes,1.66,Oct 28 AMC,215.70%,540.85K,13.43,2.10,0.40%,3.35%,19.15%,"439,909",0.90%,large,1230000000.0
irtc,12-18-2020,-,-,-1.91,1.00%,28.87M,-2.30%,6.87B,-,-0.75,-43.64%,28.61M,-1.43%,-51.50M,-,-0.30,-,13.72%,2.86%,245.50M,27.97,-2.40%,1.41%,10.16,109.00%,11.93,19.88,51.90%,-15.10%,235.00,246.95%,11.30,20.99,-,-28.90%,56.54 - 274.21,248.38%,-,-,-22.40%,-32.20%,-13.49%,1.70,-,6.50,58.10%,74.10%,319.54%,12.59,997,6.60,31.40%,-21.10%,56.14,4.00% 5.72%,Yes,0.10,77.00%,-21.00%,0.75,235.40,Yes,0.07,Nov 05 AMC,-,386.35K,237.21,1.80,10.61%,5.74%,42.08%,"289,836",0.77%,large,6870000000.0
irwd,12-18-2020,-,16.32,0.70,0.90%,159.85M,-3.56%,1.84B,9.56,1.19,-3.11%,155.36M,-4.04%,110.80M,-,0.28,-,12.69%,22.74%,399.10M,4.60,129.70%,-3.65%,10.43,11.89%,0.04,284.75,64.87%,25.40%,11.33,-14.10%,1.91,5.97,-,-226.50%,7.99 - 14.06,-14.43%,-,13.09,17.80%,28.30%,-18.99%,1.46,-,-,41.20%,96.70%,42.55%,0.35,317,13.20,-21.10%,35.40%,44.57,2.48% 3.23%,Yes,0.00,62.70%,27.80%,0.45,11.51,Yes,71.95,Nov 05 AMC,0.00%,1.89M,11.39,2.80,-3.89%,1.70%,10.20%,"845,919",-1.04%,large,1840000000.0
isbc,12-18-2020,-,13.02,0.81,1.70%,236.83M,3.33%,2.64B,10.08,1.05,-0.93%,228.57M,6.34%,195.20M,1.25,0.26,74.90%,4.03%,44.86%,1.00B,2.63,5.10%,0.43%,6.28,30.21%,11.27,0.94,18.69%,0.70%,11.67,-11.37%,3.09,3.42,10.38%,7.40%,6.31 - 12.57,-11.37%,0.48,22.44,14.50%,18.70%,-15.99%,1.13,4.55%,-,9.50%,-,67.35%,0.29,1735,-,-9.00%,70.20%,62.96,2.73% 2.59%,Yes,0.00,36.80%,19.50%,0.66,10.51,Yes,0.00,Oct 28 AMC,57.90%,1.47M,10.56,1.50,2.67%,11.45%,24.82%,"972,035",0.52%,large,2640000000.0
isd,12-18-2020,-,-,-,0.02%,33.26M,-0.46%,498.85M,-,-,0.00%,-,1.15%,-,-,-,39.44%,-,7.45%,-,-,-,-,0.51,11.94%,-,-,-,-,-,-3.04%,-,-,-,-,8.99 - 15.80,-2.60%,1.26,-,-,-,-5.06%,-,8.40%,-,-,-,66.85%,0.12,-,-,-,-,60.38,0.64% 0.80%,No,-,-,-,1.72,14.95,Yes,-,-,-,114.49K,15.00,-,0.26%,3.83%,11.22%,"197,210",0.33%,small,498850000.0
isdr,12-18-2020,-,35.59,0.49,18.90%,3.74M,-12.84%,67.41M,18.24,0.96,-4.79%,2.62M,-11.97%,1.90M,-,0.18,32.00%,0.22%,-12.32%,17.70M,3.81,-32.60%,-2.38%,0.21,67.88%,7.32,2.39,20.00%,5.60%,22.00,52.13%,4.78,3.66,-,7.00%,8.65 - 24.35,49.79%,-,-,55.10%,1.40%,-28.09%,1.00,-,4.50,3.60%,70.10%,102.43%,1.16,79,4.50,22.50%,13.50%,34.54,6.34% 5.96%,No,0.01,304.90%,10.50%,0.71,18.40,Yes,0.00,-,0.00%,27.35K,17.51,-,-10.98%,-15.58%,16.95%,"19,374",-4.84%,small,67410000.0
isee,12-18-2020,-,-,-1.27,0.50%,92.68M,-0.86%,620.73M,-,-0.80,-5.69%,84.51M,4.86%,-76.60M,-,-0.26,89.90%,4.43%,15.55%,-,-,-181.90%,0.12%,4.50,35.49%,2.32,2.98,19.20%,-41.90%,-,-12.31%,2.57,2.69,-,-45.40%,2.64 - 8.97,-19.46%,-,-,16.90%,-,-22.97%,1.70,-,11.80,-,-,161.74%,0.42,55,11.80,-,-,52.41,5.91% 6.29%,Yes,0.00,21.00%,-,2.89,6.98,Yes,0.00,Nov 02 BMO,-,831.47K,6.91,1.70,-0.65%,6.79%,37.82%,"2,400,389",-1.00%,small,620730000.0
isig,12-18-2020,-,-,-0.49,32.70%,12.18M,-2.89%,10.36M,-,-,-20.89%,8.16M,-19.24%,-5.90M,-,-,16.30%,0.04%,24.45%,18.90M,0.55,-460.90%,2.34%,0.00,16.62%,0.70,1.20,-,-38.20%,-,15.31%,-,-,-,-58.00%,0.54 - 1.75,15.04%,-,-,16.94%,-43.80%,-52.01%,0.55,-,3.00,-3.60%,19.70%,55.54%,0.07,54,3.00,-4.30%,-32.80%,43.45,11.58% 7.40%,Yes,0.12,20.10%,-31.20%,0.23,0.92,Yes,0.05,-,-,3.45M,0.84,-,-9.38%,-12.41%,7.34%,"805,402",-8.72%,small,10360000.0
isns,12-18-2020,-,39.39,0.11,6.90%,5.31M,0.22%,23.84M,-,-,25.34%,3.15M,1.81%,0.60M,1.97,-,32.00%,2.36%,24.38%,13.70M,1.74,272.30%,-0.76%,1.30,30.14%,3.55,1.26,-,3.10%,4.00,0.00%,1.41,3.18,20.00%,3.40%,2.79 - 6.00,-1.07%,-,13.25,39.30%,39.10%,-25.17%,1.05,-,7.50,-4.10%,79.90%,60.74%,0.30,55,7.80,2.70%,5.40%,51.81,6.90% 6.73%,No,0.05,-89.30%,4.40%,10.16,4.57,Yes,0.02,Nov 11 AMC,0.00%,57.12K,4.49,-,-0.35%,6.41%,16.88%,"580,585",-1.75%,small,23840000.0
isr,12-18-2020,-,-,-0.05,0.40%,87.23M,-5.42%,39.73M,-,-0.03,-,86.06M,19.97%,-3.40M,-,-0.01,7.90%,0.73%,-20.47%,9.70M,4.10,33.50%,-3.15%,0.55,-19.64%,0.07,6.43,25.00%,-38.80%,-,-27.42%,-,-,-,-58.90%,0.35 - 1.06,-27.93%,-,-,5.30%,-61.00%,-57.55%,1.84,-,2.70,16.00%,52.70%,27.84%,0.03,53,3.10,4.30%,-33.90%,52.92,6.17% 9.36%,No,0.00,14.50%,-34.40%,0.91,0.45,Yes,0.00,Nov 10 AMC,-,1.15M,0.45,2.00,1.26%,10.03%,-22.12%,"1,048,197",-0.22%,small,39730000.0
isrg,12-18-2020,S&P 500,93.24,8.77,0.30%,117.30M,1.04%,96.49B,61.35,13.34,-14.53%,116.29M,11.51%,1.05B,13.47,3.11,90.40%,1.26%,15.14%,4.31B,22.40,21.50%,0.26%,2.75,40.94%,78.92,10.37,37.69%,10.40%,735.63,36.98%,40.01,20.45,6.92%,12.10%,360.50 - 826.81,38.39%,-,97.62,25.50%,15.20%,-1.05%,0.97,-,6.30,16.00%,66.40%,126.93%,15.84,7326,7.00,-4.50%,24.00%,70.77,1.64% 2.21%,Yes,0.00,-21.70%,24.50%,0.71,815.30,Yes,0.00,Jan 21 AMC,0.00%,533.16K,818.10,2.50,4.78%,9.46%,27.52%,"380,122",0.34%,large,96490000000.0
issc,12-18-2020,-,34.14,0.19,2.10%,16.96M,-0.15%,111.43M,-,-,-17.20%,11.64M,3.82%,3.30M,1.71,-,30.30%,0.07%,-0.48%,21.60M,5.16,74.90%,-2.34%,0.28,45.52%,1.64,3.98,-,8.10%,10.00,30.27%,0.74,8.84,20.00%,9.40%,1.03 - 7.71,29.83%,-,53.06,20.60%,11.00%,-15.45%,1.23,-,2.10,1.50%,54.70%,531.82%,0.34,84,2.40,31.30%,12.70%,47.83,3.11% 5.91%,No,0.00,24.10%,15.10%,0.38,6.49,Yes,0.00,Dec 09 AMC,0.00%,27.15K,6.52,1.00,-4.71%,3.72%,29.28%,"10,192",0.54%,small,111430000.0
istr,12-18-2020,-,13.96,1.19,2.20%,10.76M,-1.72%,177.97M,12.58,1.32,0.18%,9.82M,1.60%,12.60M,-,0.33,56.30%,0.63%,28.62%,94.30M,1.89,15.50%,-2.73%,3.23,16.81%,22.05,0.75,14.85%,0.60%,18.25,-31.48%,4.70,3.52,-,5.30%,8.49 - 24.40,-31.08%,0.26,32.96,12.20%,20.20%,-32.21%,0.74,1.57%,-,23.30%,-,94.82%,0.52,324,-,2.20%,74.80%,50.15,2.68% 2.82%,No,0.21,-10.10%,13.40%,0.39,17.00,Yes,0.21,-,20.20%,19.23K,16.54,2.20,-1.56%,4.87%,19.89%,"7,521",-2.71%,small,177970000.0
it,12-18-2020,S&P 500,67.22,2.38,2.70%,89.38M,2.01%,14.16B,39.74,4.03,-7.24%,86.63M,4.05%,214.80M,5.75,0.82,94.30%,1.33%,27.42%,4.19B,3.38,101.80%,0.38%,2.74,33.13%,11.61,13.80,-2.33%,3.10%,158.88,2.66%,6.26,25.57,11.70%,22.30%,76.91 - 165.26,3.95%,-,23.15,4.80%,10.40%,-3.07%,1.57,-,0.70,16.00%,65.50%,108.28%,2.80,16724,0.70,-0.60%,9.60%,66.03,1.34% 1.84%,Yes,1.91,-58.60%,5.10%,0.67,158.55,Yes,1.89,Nov 03 BMO,0.00%,421.55K,160.19,2.20,2.50%,8.00%,26.03%,"282,755",1.03%,large,14160000000.0
itcb,12-18-2020,-,-,-2.98,-,341.61M,4.87%,1.67B,38.08,0.13,-,101.08M,13.27%,-1018.20M,-,-,0.20%,0.03%,23.75%,2.21B,0.76,-26.10%,-10.22%,1.28,14.58%,10.23,0.48,-,-2.00%,5.10,-43.75%,39.32,0.13,-,-25.00%,3.01 - 9.00,-42.51%,0.43,0.82,-18.40%,3.60%,-45.00%,1.14,8.69%,-,5.40%,-,64.45%,0.20,3811,-,-23.40%,25.50%,61.64,2.65% 4.00%,No,4.44,-138.40%,-46.00%,0.12,4.97,Yes,4.13,-,-,24.04K,4.95,4.00,4.42%,14.01%,16.94%,"2,895",-0.40%,large,1670000000.0
itci,12-18-2020,-,-,-3.22,3.40%,80.16M,3.55%,2.50B,-,-2.98,-6.50%,72.05M,33.05%,-206.90M,-,-0.87,86.30%,9.41%,23.54%,10.40M,240.24,5.60%,29.27%,8.56,31.35%,10.20,3.12,10.20%,-42.60%,47.10,-3.99%,9.19,3.46,-,-48.30%,10.94 - 34.73,-7.32%,-,-,-20.10%,-,-8.44%,1.45,-,19.50,-,92.80%,190.81%,1.29,330,19.60,-,-,70.19,4.11% 4.68%,Yes,0.00,-25.70%,-,1.29,32.22,Yes,0.00,Nov 09 BMO,-,792.09K,31.80,1.50,14.94%,21.31%,40.38%,"1,018,609",-1.30%,large,2500000000.0
itgr,12-18-2020,-,36.87,2.20,0.60%,32.86M,-0.61%,2.67B,23.20,3.50,-3.59%,32.42M,9.20%,72.90M,3.69,0.61,-,2.73%,39.60%,1.13B,2.36,55.10%,-0.21%,3.79,12.33%,37.52,2.16,30.84%,3.00%,99.33,-1.01%,3.04,26.74,10.00%,6.20%,46.01 - 99.95,0.94%,-,25.46,5.30%,7.40%,-18.77%,1.41,-,2.20,12.80%,25.50%,76.46%,2.21,8250,3.20,-22.30%,10.40%,65.32,2.40% 3.06%,Yes,0.68,-0.80%,6.40%,0.65,80.64,Yes,0.65,Oct 29 BMO,0.00%,233.49K,81.19,2.00,2.31%,13.20%,17.45%,"151,453",0.68%,large,2670000000.0
iti,12-18-2020,-,-,-0.02,0.30%,41.91M,-1.74%,232.27M,34.04,0.17,-14.17%,40.38M,13.23%,-0.70M,-,0.01,55.00%,1.29%,38.14%,116.90M,1.99,38.80%,1.85%,3.39,14.60%,1.81,3.12,-44.30%,8.20%,8.80,15.31%,0.92,6.14,30.00%,12.90%,2.08 - 6.17,13.23%,-,-,-29.70%,-9.70%,-8.43%,1.33,-,2.60,9.60%,41.20%,171.63%,0.26,414,2.70,10.20%,-0.80%,57.09,4.11% 4.47%,Yes,0.00,166.10%,7.60%,0.51,5.72,Yes,0.00,Nov 04 AMC,0.00%,153.79K,5.65,-,0.52%,15.22%,27.11%,"78,530",-1.22%,small,232270000.0
itic,12-18-2020,-,8.49,18.02,30.64%,1.89M,-1.98%,292.23M,-,-,0.00%,1.31M,-4.37%,34.20M,2.12,-,48.80%,1.36%,23.96%,211.40M,1.38,43.80%,-2.20%,2.37,42.68%,112.54,1.36,-,12.60%,-,4.35%,21.73,7.04,4.00%,17.40%,88.83 - 178.92,4.35%,1.76,24.77,28.50%,11.10%,-14.48%,1.00,1.15%,-,7.10%,-,72.24%,4.96,340,-,34.70%,19.70%,46.29,2.28% 2.63%,No,0.00,92.40%,16.20%,0.41,155.03,Yes,0.00,Nov 04 BMO,9.50%,7.52K,153.00,-,-2.20%,1.89%,21.40%,"3,051",-1.31%,small,292230000.0
itmr,12-18-2020,-,-,-0.90,4.43%,14.14M,2.27%,280.82M,-,-0.49,0.00%,7.61M,-0.60%,-,-,-0.15,41.77%,3.19%,-4.06%,38.03M,7.38,-151.70%,-,16.09,-6.32%,3.45,5.76,32.90%,-,28.34,56.87%,-,-,-,-,7.82 - 29.00,54.31%,-,-,-,-,-31.52%,-,-,-,-,-,153.96%,0.90,184,-,36.10%,-,53.36,3.81% 3.22%,No,-,-,-,0.44,18.72,Yes,-,Nov 17 BMO,-,15.06K,19.86,1.70,3.81%,0.96%,4.95%,"6,626",6.09%,small,280820000.0
